,tweet,target
183,"@jonray I got into Jade as my first investment whatsoever. I thought staking and holding would help me achieve financial liberty.  I held a while and lost most of what I had invested. I wish I'd never gotten into this ""social experiment"". It's only brought anxiety and discouragement.",4.0
184,"Someone needs to hear and believe this tonight: You can make it! You can get out of the grave of defeat, depression, and discouragement. As long as Jesus lives you have hope and you can make a Comeback!!!!  https://t.co/77WfZv9wbQ",-9.0
185,@JetTipNet @flyLAXairport @fly2ohare @FlyRFD @CSAIR_GLOBAL @UPSAirlines @qatarairways Thanks! Took the risk to capture it despite discouragement from security guards and it turned out perfect!,8.0
186,@awong37 Collective discouragement is happening. Covid positive or not.,2.0
187,"""Let no feeling of discouragement prey upon you, and in the end you are sure to succeed."" Abraham Lincoln",3.0
188,"@cevatt You are blessed with the courage to live your values, every day, in a world that often seems designed in opposition to them. Where others would fall victim to discouragement and cynicism, you keep finding and giving joy. Resolve to recognize how rare and special that is.",9.0
189,"Dissatisfaction,discouragement,despair,sickness, tiredness+anxiety has caused a lot of problems, God has seen it and He knows. #God wants to change it.Let God Breathe your way so maybe that funk or junk will change.  https://t.co/zMNAn8GEwx",4.0
190,"I was about to post it today but bcz of someone's discouragement I lost the motivation to complete the sketch :)  Btw, can you guess the member? Am I doing right?  I'm trying it for the first time &gt;.&lt;  https://t.co/VY8xZ0CyAj",1.0
191,"@ZaleskiLuke âThe hope of impunity, is a strong incitement to sedition: the dread of punishment, a proportionably strong discouragement to it.â  -- Alexander Hamilton #HoldThemAccountable  https://t.co/QkkXPvAWev",-4.0
192,Disappointment can lead to doubt   Discouragement  Depression   or worse ...,-9.0
193,"@PhDVoice @PostdocVoice Thanks for this thread! I'm planning to apply to PhDs next year and there's definitely A LOT of tweets that are causing some pause/discouragement. I know it's neither all good nor all bad, but reading these reflections is making me hopeful!",8.0
194,"@GuruInChief Well I much prefer Rockefeller to Dole and I think the switch was terrible from that standpoint, but I have no idea regarding the strategy of it",-5.0
195,"Norman Latker, the NIH patent counsel that drafted Bayh-Dole, argued that what federal tech transfer needed was ""middlemen""--patent speculators motivated by getting a share of the upside of patent monopoly exploitation of public-directed inventions, especially those in medicine.",4.0
196,@GuruInChief he thought that Ford blew his re-election chances by picking dole,2.0
197,"And that much is true in a vapid way:  Yes, patent speculators may well do a better job than federal agencies in attracting monopolist investors because until Bayh-Dole, federal agencies refused to do such a thing.",9.0
198,"The idea behind Bayh-Dole is that nonprofit patent speculators will do a better job than the federal government in making money from wealthy investors attracted by the idea of patent monopolies--in work funded on behalf of the public, such as research in health and safety.",9.0
199,"What the Bayh-Dole people mean but won't out and say (so I will) is that patent speculators won't get investors interested in federal inventions unless they can recruit investors who want to exploit the patent monopoly--exclude all others, sky-high pricing, disrupt standards.",-5.0
200,"@jmawork You canât just dole out this Caravaggio, you have to warn a person.",-1.0
201,"@pier_dole In a trial study giving ðto children, one ended up having a seizure and ended up in a wheelchair for life. This drug company put in their official report for this child, she just got a stomach ache from the ð. Drug companies LIEâï¸",-1.0
202,@POTUS all you people who think he is doing a great job how many of you live off the system getting new cell phones with your govt. dole checks.  in tje real world we are forced to lisgen to ignorance from the President he has not done anything of importance. where is college relief?,6.0
203,"The Bayh-Dole claim is that these inventions would never be used if someone didn't take a monopoly patent position.   That's untrue, too.   Look at the internet. Based on inventions made in federal work that became *standards* not *monopoly products*.",0.0
204,"Dolar Neozelandes/Yen,Wallbox,Waters Corp,Veeva Systems,Dole Plc,Comerica,Envista Holdings,LAM Research,Tecnoglass,Atlassian CorpCy4gate,Kimberly Clark,Deere&amp;Co,sector bancario,Logitech,Cigna,Medpace Holdings y AMD",0.0
205,@MichaelAnthnyJr @jk_rowling Donât feel the need to comment. Keep your dolefulness away from a message of support.,4.0
206,"@kwonsbbae dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness",-9.0
207,"she has #disguise her  Emotional trauma just  To not let her #enemy  Use that against her,  The #barrage of evil  Thoughts kept killing With the passage of the  Sudden dolefulness  She was dealing with  the #market full of anxiety Looking for happiness To sell her fears  #vss365",-9.0
208,"@VaibhavRoutray dejection, depression, desolation, despond, despondence, despondency, disconsolateness, dispiritedness, doldrums, dolefulness, downheartedness, dreariness, dumps, forlornness, gloom, gloominess, glumness.",-9.0
209,days...weeks...months whatever it takes this chosen despondency this chosen dolefulness i do understand   but you must see this is hard knowing I can't speed up the sands of time  watching each grain fall  as if it were my last   #poem #poetrycommunity #poetry #WritingCommnunity,-2.0
210,I eat dolefulness,0.0
211,"dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness",-9.0
212,@spencergordon I love dolefulness and rue. But thatâs just me.,4.0
213,What is the most boring Alice Munro story of all time? My bet is the one with all the dolefulness and rue.,-4.0
214,"dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalnes",-9.0
215,"@moujiq wretchedness, glumness, gloom, gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness",-10.0
216,"#RENHAO : A heart that is scratched with dolefulness when a farewell is verbalized, albeit the tears don't flow does not mean a eagerness. The moment the steps swing, our distance is even more extended. Will everything washed away? In this heart will remain imprint a memory.  https://t.co/ZizxdlewP3",8.0
217,"@RexOnyi @victor__biometr @merryster1 @I_Am_Ilemona Hallmark of Mediocrity......Correctung you but you chose to insult your father. You don't even know my tribe, lol but you choose to welcome ruins to your family.....Like I promised you, you will be so Misrable when I am done with you. Your dolefulness will be know no boundðwatch",-0.0
218,"@SeoulStashPH dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness",-9.0
219,"@HAILTHEPRlNCE You heard the word slips again from his tongue, the tenderness of the wounded kisses you by the chest, then the sudden waves of blue dolefulness came.  The distance he made left you a little bit empty, the bubbling soup before you became the last thing of your concern.",7.0
220,"@nagsurfing wretchedness, glumness, gloom, gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness",-10.0
221,"Solitude and Sinatra Darin and dolefulness Misery and Martin  Swinging alone once again.., Frank, Bobby and Dean Thatâs life!  Know what I mean..  #WritingCommunity",-7.0
222,"@HOONSC4T ++gloom, gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness",-10.0
223,"@Kashmalakhn Now, this heart is seems to be mature to console his dolefulness and this dulness converts into your strength, which probably most better for your survival and do things, which are best for your pride and gratifications.ð¥",10.0
224,"@minamahalshn wretchedness, glumness, gloom, gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness",-10.0
225,"@seanigonzales pain, hapdi, siphayo, kalungkutan, dalamhati, hinagpis, pighati, lumbay, pagtangis, iyak, lungkot, unhappiness, sorrow, dejection, regret, depression, misery, cheerlessness, downheartedness, despondency, despair, desolation, wretchedness, glumness, gloom, gloominess, dolefulness",-10.0
226,"Noo after I read about the concert, I felt overwhelmed by sadness unhappiness sorrow dejection regret depression misery cheerlessness downheartedness despondency despair desolation wretchedness glumness gloom gloominess dolefulness melancholy",-10.0
227,"Joie de vivre of despondence! But then itâs in desolation we rummage the most peracute ebullience, colossally when weâre conversant with the dolefulness of the bargain.Everything is in mareâs nest &amp; paradoxical to diagnosticate, but despite this contrariety it still corrodes you.",0.0
228,"awts pain, hapdi, siphayo, kalungkutan, dalamhati, hinagpis, pighati, lumbay, pagtangis, iyak, lungkot, unhappiness, sorrow, dejection, regret, misery, cheerlessness, downheartedness, despondency, despair, gloom, gloominess, dolefulness, melancholy, broken-heartedness, heartache.",-10.0
229,"blue devils,blues,dejection,desolation, despond,despondence,despondency,disconsolateness,dispiritedness,doldrums,dolefulness,downheartedness,dreariness,dumps,forlornness,gloom,gloominess,glumness,heartsickness,joylessness,melancholy,miserableness,mopes, mournfulness,oppression",0.0
